C1;C2;C3;C4;C5;C6
1,0200;0,9249;0,9527;0,0098;0,0269;0,0418
1,0200;0,9268;0,9433;0,0100;0,0237;0,0388
1,0200;0,9235;0,9427;0,0110;0,0243;0,0307
1,0200;0,9218;0,9412;0,0104;0,0204;0,0267
1,0200;0,9199;0,9363;0,0127;0,0213;0,0285
1,0200;0,9164;0,9414;0,0114;0,0172;0,0252
1,0200;0,9240;0,9353;0,0124;0,0210;0,0262
1,0200;0,9269;0,9369;0,0109;0,0241;0,0258
1,0200;0,9285;0,9393;0,0134;0,0213;0,0296
1,0200;0,9334;0,9466;0,0122;0,0249;0,0285
1,0200;0,9317;0,9478;0,0113;0,0253;0,0390
1,0200;0,9270;0,9520;0,0137;0,0224;0,0445
1,0200;0,9235;0,9541;0,0124;0,0178;0,0424
1,0200;0,9236;0,9536;0,0132;0,0191;0,0393
1,0200;0,9174;0,9479;0,0098;0,0178;0,0484
1,0200;0,9147;0,9391;0,0086;0,0208;0,0428
1,0200;0,9119;0,9391;0,0101;0,0211;0,0415
1,0200;0,9250;0,9359;0,0088;0,0203;0,0409
1,0200;0,9084;0,9440;0,0069;0,0259;0,0395
1,0200;0,9078;0,9436;0,0100;0,0274;0,0367
1,0200;0,9186;0,9426;0,0093;0,0180;0,0381
1,0200;0,9195;0,9396;0,0103;0,0171;0,0318
1,0200;0,9243;0,9425;0,0111;0,0142;0,0353
1,0200;0,9250;0,9387;0,0118;0,0131;0,0301
1,0200;0,9211;0,9353;0,0145;0,0140;0,0294
1,0200;0,9078;0,9297;0,0158;0,0171;0,0226
1,0200;0,9095;0,9261;0,0204;0,0192;0,0166
1,0200;0,9052;0,9329;0,0220;0,0249;0,0150
1,0200;0,9009;0,9322;0,0213;0,0279;0,0166
1,0200;0,8985;0,9293;0,0243;0,0297;0,0226
1,0200;0,9096;0,9215;0,0249;0,0316;0,0230
1,0200;0,9244;0,9278;0,0228;0,0359;0,0267
1,0200;0,9258;0,9281;0,0218;0,0341;0,0280
1,0200;0,9231;0,9295;0,0238;0,0330;0,0295
1,0200;0,9162;0,9275;0,0248;0,0281;0,0272
1,0200;0,9193;0,9305;0,0290;0,0320;0,0232
1,0200;0,9302;0,9309;0,0305;0,0333;0,0198
1,0200;0,9287;0,9337;0,0300;0,0428;0,0219
1,0200;0,9144;0,9361;0,0277;0,0410;0,0265
1,0200;0,9187;0,9433;0,0285;0,0402;0,0288
1,0200;0,9248;0,9489;0,0279;0,0419;0,0304
1,0200;0,9154;0,9498;0,0283;0,0380;0,0378
1,0200;0,9168;0,9473;0,0302;0,0391;0,0369
1,0200;0,9197;0,9450;0,0300;0,0397;0,0394
1,0200;0,9195;0,9409;0,0296;0,0385;0,0377
1,0200;0,9149;0,9382;0,0307;0,0417;0,0336
1,0200;0,9213;0,9334;0,0290;0,0391;0,0361
1,0200;0,9190;0,9386;0,0314;0,0391;0,0340
1,0200;0,9103;0,9328;0,0271;0,0441;0,0370
1,0200;0,8984;0,9377;0,0306;0,0401;0,0383
1,0200;0,9066;0,9387;0,0313;0,0402;0,0350
1,0200;0,9107;0,9410;0,0320;0,0472;0,0381
1,0200;0,9116;0,9421;0,0319;0,0483;0,0375
1,0200;0,9093;0,9396;0,0320;0,0461;0,0395
1,0200;0,9066;0,9405;0,0329;0,0480;0,0417
1,0200;0,9006;0,9454;0,0343;0,0460;0,0406
1,0200;0,8985;0,9403;0,0337;0,0413;0,0436
1,0200;0,8864;0,9323;0,0354;0,0449;0,0418
1,0200;0,8829;0,9331;0,0338;0,0417;0,0436
1,0200;0,8819;0,9342;0,0336;0,0482;0,0394
1,0200;0,8865;0,9286;0,0349;0,0461;0,0417
1,0200;0,8871;0,9266;0,0358;0,0524;0,0353
1,0200;0,8927;0,9230;0,0361;0,0477;0,0417
1,0200;0,9015;0,9214;0,0341;0,0503;0,0331
1,0200;0,9084;0,9226;0,0345;0,0504;0,0324
1,0200;0,9116;0,9237;0,0319;0,0523;0,0297
1,0200;0,9121;0,9218;0,0346;0,0535;0,0325
1,0200;0,9065;0,9188;0,0338;0,0520;0,0382
1,0200;0,9114;0,9170;0,0307;0,0470;0,0389
1,0200;0,9218;0,9199;0,0275;0,0452;0,0455
1,0200;0,9240;0,9216;0,0262;0,0443;0,0403
1,0200;0,9356;0,9286;0,0260;0,0420;0,0358
1,0200;0,9263;0,9345;0,0286;0,0424;0,0332
1,0200;0,9194;0,9245;0,0271;0,0440;0,0344
1,0200;0,9247;0,9260;0,0276;0,0403;0,0301
1,0200;0,9264;0,9309;0,0247;0,0415;0,0270
1,0200;0,9343;0,9295;0,0234;0,0394;0,0302
1,0200;0,9341;0,9244;0,0258;0,0366;0,0256
1,0200;0,9288;0,9250;0,0234;0,0398;0,0210
1,0200;0,9275;0,9242;0,0250;0,0364;0,0214
1,0200;0,9183;0,9189;0,0257;0,0356;0,0199
1,0200;0,9117;0,9100;0,0264;0,0361;0,0225
1,0200;0,9179;0,9090;0,0278;0,0404;0,0191
1,0200;0,9233;0,9104;0,0246;0,0413;0,0188
1,0200;0,9256;0,9107;0,0272;0,0415;0,0218
1,0200;0,9153;0,9118;0,0306;0,0412;0,0248
1,0200;0,9134;0,9047;0,0313;0,0419;0,0295
1,0200;0,9064;0,9032;0,0359;0,0417;0,0302
1,0200;0,9139;0,9053;0,0352;0,0439;0,0303
1,0200;0,9107;0,9066;0,0346;0,0424;0,0330
1,0200;0,9045;0,8985;0,0373;0,0459;0,0318
1,0200;0,9051;0,8959;0,0363;0,0452;0,0308
1,0200;0,9017;0,8922;0,0328;0,0393;0,0249
1,0200;0,9112;0,8942;0,0295;0,0461;0,0256
1,0200;0,9071;0,8996;0,0323;0,0435;0,0289
1,0200;0,8991;0,8916;0,0312;0,0480;0,0314
1,0200;0,8868;0,8950;0,0312;0,0512;0,0231
1,0200;0,8874;0,8878;0,0298;0,0533;0,0249
1,0200;0,8848;0,8974;0,0312;0,0514;0,0222
1,0200;0,8771;0,8979;0,0295;0,0520;0,0281
1,0200;0,8853;0,8911;0,0289;0,0468;0,0304
1,0200;0,8901;0,8890;0,0284;0,0520;0,0285
1,0200;0,8907;0,8935;0,0255;0,0485;0,0286
1,0200;0,8996;0,8932;0,0249;0,0461;0,0296
1,0200;0,9042;0,8965;0,0266;0,0457;0,0261
1,0200;0,8997;0,9071;0,0268;0,0455;0,0265
1,0200;0,8940;0,9035;0,0272;0,0431;0,0266
1,0200;0,8996;0,9036;0,0280;0,0471;0,0324
1,0200;0,9025;0,9133;0,0263;0,0497;0,0379
1,0200;0,9041;0,9163;0,0298;0,0494;0,0429
1,0200;0,8994;0,9094;0,0277;0,0488;0,0381
1,0200;0,9036;0,9118;0,0283;0,0506;0,0391
1,0200;0,8996;0,9080;0,0278;0,0487;0,0401
1,0200;0,8995;0,9150;0,0299;0,0526;0,0421
1,0200;0,9088;0,9117;0,0318;0,0529;0,0446
1,0200;0,9052;0,9298;0,0304;0,0564;0,0434
1,0200;0,8962;0,9366;0,0309;0,0545;0,0471
1,0200;0,8905;0,9306;0,0321;0,0540;0,0412
1,0200;0,8972;0,9296;0,0276;0,0572;0,0372
1,0200;0,8993;0,9355;0,0235;0,0612;0,0388
1,0200;0,8991;0,9401;0,0220;0,0632;0,0439
1,0200;0,8966;0,9424;0,0208;0,0640;0,0427
1,0200;0,9001;0,9480;0,0187;0,0640;0,0425
1,0200;0,8956;0,9481;0,0199;0,0603;0,0379
1,0200;0,8980;0,9450;0,0204;0,0605;0,0408
1,0200;0,8942;0,9438;0,0198;0,0567;0,0431
1,0200;0,8895;0,9471;0,0177;0,0566;0,0430
1,0200;0,8864;0,9476;0,0182;0,0562;0,0440
1,0200;0,8850;0,9482;0,0133;0,0495;0,0479
1,0200;0,8855;0,9516;0,0135;0,0473;0,0425
1,0200;0,8878;0,9412;0,0138;0,0480;0,0390
1,0200;0,8664;0,9434;0,0144;0,0473;0,0404
1,0200;0,8628;0,9391;0,0136;0,0480;0,0429
1,0200;0,8617;0,9466;0,0148;0,0432;0,0382
1,0200;0,8720;0,9386;0,0130;0,0409;0,0359
1,0200;0,8666;0,9491;0,0107;0,0432;0,0388
1,0200;0,8688;0,9479;0,0131;0,0421;0,0419
1,0200;0,8790;0,9507;0,0172;0,0436;0,0431
1,0200;0,8720;0,9614;0,0164;0,0431;0,0398
1,0200;0,8755;0,9619;0,0157;0,0426;0,0427
1,0200;0,8717;0,9642;0,0159;0,0351;0,0377
1,0200;0,8698;0,9638;0,0184;0,0378;0,0295
1,0200;0,8661;0,9602;0,0199;0,0440;0,0325
1,0200;0,8629;0,9586;0,0258;0,0410;0,0381
1,0200;0,8805;0,9538;0,0245;0,0401;0,0358
1,0200;0,8865;0,9576;0,0231;0,0408;0,0329
1,0200;0,8939;0,9470;0,0255;0,0445;0,0387
1,0200;0,8975;0,9508;0,0276;0,0449;0,0372
1,0200;0,8884;0,9508;0,0231;0,0416;0,0374
1,0200;0,8916;0,9466;0,0239;0,0391;0,0411
1,0200;0,8987;0,9484;0,0264;0,0362;0,0381
1,0200;0,8941;0,9428;0,0313;0,0351;0,0352
1,0200;0,9006;0,9513;0,0327;0,0360;0,0362
1,0200;0,9053;0,9521;0,0309;0,0338;0,0354
1,0200;0,9168;0,9523;0,0280;0,0309;0,0342
1,0200;0,9145;0,9500;0,0310;0,0305;0,0292
1,0200;0,9082;0,9493;0,0323;0,0325;0,0294
1,0200;0,9063;0,9544;0,0308;0,0289;0,0303
1,0200;0,9154;0,9588;0,0302;0,0299;0,0330
1,0200;0,9046;0,9648;0,0295;0,0289;0,0364
1,0200;0,8926;0,9641;0,0314;0,0313;0,0384
1,0200;0,8938;0,9587;0,0304;0,0345;0,0398
1,0200;0,8918;0,9512;0,0286;0,0327;0,0392
1,0200;0,8925;0,9494;0,0252;0,0341;0,0389
1,0200;0,8989;0,9482;0,0271;0,0306;0,0353
1,0200;0,8961;0,9549;0,0255;0,0355;0,0268
1,0200;0,8855;0,9553;0,0266;0,0327;0,0331
1,0200;0,8985;0,9603;0,0303;0,0343;0,0342
1,0200;0,8931;0,9690;0,0290;0,0352;0,0350
1,0200;0,8874;0,9645;0,0290;0,0318;0,0396
1,0200;0,8948;0,9535;0,0297;0,0348;0,0352
1,0200;0,8931;0,9619;0,0287;0,0333;0,0321
1,0200;0,8934;0,9676;0,0311;0,0280;0,0304
1,0200;0,8969;0,9601;0,0313;0,0207;0,0315
1,0200;0,9040;0,9680;0,0294;0,0189;0,0234
1,0200;0,9024;0,9709;0,0305;0,0233;0,0223
1,0200;0,9120;0,9704;0,0328;0,0282;0,0255
1,0200;0,8995;0,9800;0,0287;0,0273;0,0236
1,0200;0,9045;0,9824;0,0327;0,0252;0,0233
1,0200;0,8999;0,9857;0,0324;0,0258;0,0169
1,0200;0,9087;0,9856;0,0330;0,0223;0,0203
1,0200;0,9098;0,9895;0,0337;0,0204;0,0179
1,0200;0,9061;0,9864;0,0320;0,0244;0,0155
1,0200;0,9105;0,9838;0,0338;0,0260;0,0133
1,0200;0,9161;0,9791;0,0321;0,0280;0,0133
1,0200;0,9202;0,9778;0,0282;0,0239;0,0096
1,0200;0,9141;0,9758;0,0255;0,0235;0,0153
1,0200;0,9114;0,9701;0,0271;0,0163;0,0087
1,0200;0,9117;0,9693;0,0252;0,0205;0,0058
1,0200;0,9117;0,9669;0,0283;0,0214;0,0088
1,0200;0,9165;0,9686;0,0304;0,0193;0,0078
1,0200;0,9045;0,9609;0,0322;0,0257;0,0095
1,0200;0,9070;0,9567;0,0332;0,0216;0,0092
1,0200;0,9056;0,9575;0,0330;0,0243;0,0133
1,0200;0,9009;0,9551;0,0303;0,0266;0,0120
1,0200;0,8970;0,9527;0,0324;0,0225;0,0065
1,0200;0,8962;0,9434;0,0331;0,0238;0,0025
1,0200;0,8752;0,9450;0,0339;0,0199;0,0045
1,0200;0,8720;0,9428;0,0388;0,0125;0,0048
1,0200;0,8678;0,9444;0,0372;0,0122;0,0062
1,0200;0,8721;0,9485;0,0368;0,0111;0,0094
1,0200;0,8684;0,9503;0,0364;0,0142;0,0092
1,0200;0,8682;0,9515;0,0343;0,0154;0,0103
1,0200;0,8786;0,9519;0,0334;0,0161;0,0110
1,0200;0,8855;0,9576;0,0329;0,0138;0,0182
1,0200;0,8917;0,9510;0,0311;0,0132;0,0213
1,0200;0,8893;0,9477;0,0327;0,0110;0,0264
1,0200;0,8933;0,9549;0,0295;0,0093;0,0282
1,0200;0,8925;0,9432;0,0310;0,0078;0,0288
1,0200;0,8920;0,9422;0,0320;0,0100;0,0237
1,0200;0,8951;0,9479;0,0305;0,0100;0,0254
1,0200;0,8921;0,9480;0,0280;0,0099;0,0264
1,0200;0,9017;0,9450;0,0239;0,0125;0,0265
1,0200;0,9012;0,9479;0,0212;0,0108;0,0266
1,0200;0,9054;0,9458;0,0234;0,0073;0,0207
1,0200;0,9145;0,9468;0,0228;0,0112;0,0238
1,0200;0,9209;0,9455;0,0242;0,0131;0,0255
1,0200;0,9125;0,9525;0,0222;0,0158;0,0220
1,0200;0,9154;0,9572;0,0244;0,0181;0,0260
1,0200;0,9207;0,9567;0,0226;0,0213;0,0252
1,0200;0,9261;0,9506;0,0201;0,0215;0,0282
1,0200;0,9194;0,9491;0,0194;0,0286;0,0302
1,0200;0,9156;0,9462;0,0188;0,0250;0,0353
1,0200;0,9217;0,9476;0,0162;0,0237;0,0331
1,0200;0,9172;0,9439;0,0155;0,0264;0,0317
1,0200;0,9155;0,9388;0,0164;0,0271;0,0301
1,0200;0,9252;0,9410;0,0193;0,0303;0,0275
1,0200;0,9249;0,9481;0,0203;0,0322;0,0291
1,0200;0,9205;0,9447;0,0228;0,0369;0,0303
1,0200;0,9153;0,9368;0,0247;0,0348;0,0288
1,0200;0,9175;0,9520;0,0257;0,0397;0,0238
1,0200;0,9096;0,9561;0,0229;0,0435;0,0278
1,0200;0,9084;0,9523;0,0239;0,0386;0,0285
1,0200;0,9107;0,9560;0,0252;0,0408;0,0233
1,0200;0,9188;0,9555;0,0277;0,0410;0,0276
1,0200;0,9229;0,9614;0,0280;0,0399;0,0331
1,0200;0,9186;0,9626;0,0298;0,0342;0,0366
1,0200;0,9258;0,9613;0,0279;0,0320;0,0326
1,0200;0,9239;0,9619;0,0263;0,0338;0,0316
1,0200;0,9165;0,9535;0,0271;0,0359;0,0369
1,0200;0,9156;0,9610;0,0300;0,0357;0,0325
1,0200;0,9244;0,9554;0,0294;0,0392;0,0359
1,0200;0,9254;0,9504;0,0281;0,0418;0,0316
1,0200;0,9255;0,9492;0,0291;0,0416;0,0368
1,0200;0,9352;0,9442;0,0266;0,0396;0,0350
1,0200;0,9264;0,9462;0,0286;0,0400;0,0402
1,0200;0,9187;0,9473;0,0275;0,0421;0,0454
1,0200;0,9091;0,9501;0,0242;0,0435;0,0451
1,0200;0,9116;0,9515;0,0251;0,0447;0,0430
1,0200;0,9128;0,9502;0,0281;0,0406;0,0435
1,0200;0,9223;0,9505;0,0289;0,0400;0,0409
1,0200;0,9238;0,9545;0,0292;0,0345;0,0391
1,0200;0,9213;0,9457;0,0288;0,0370;0,0327
1,0200;0,9214;0,9478;0,0285;0,0363;0,0306
1,0200;0,9221;0,9402;0,0251;0,0376;0,0275
1,0200;0,9121;0,9506;0,0204;0,0320;0,0287
1,0200;0,9286;0,9458;0,0218;0,0349;0,0319
1,0200;0,9316;0,9488;0,0228;0,0320;0,0343
1,0200;0,9327;0,9454;0,0232;0,0350;0,0348
1,0200;0,9362;0,9424;0,0243;0,0356;0,0325
1,0200;0,9402;0,9545;0,0270;0,0356;0,0329
1,0200;0,9390;0,9598;0,0270;0,0359;0,0371
1,0200;0,9349;0,9511;0,0267;0,0341;0,0359
1,0200;0,9383;0,9573;0,0253;0,0381;0,0343
1,0200;0,9403;0,9636;0,0289;0,0376;0,0359
1,0200;0,9351;0,9619;0,0294;0,0351;0,0415
1,0200;0,9434;0,9615;0,0278;0,0343;0,0426
1,0200;0,9447;0,9628;0,0244;0,0344;0,0435
1,0200;0,9487;0,9723;0,0267;0,0361;0,0379
1,0200;0,9565;0,9684;0,0240;0,0352;0,0401
1,0200;0,9560;0,9702;0,0268;0,0328;0,0383
1,0200;0,9572;0,9670;0,0212;0,0341;0,0371
1,0200;0,9614;0,9593;0,0239;0,0350;0,0321
1,0200;0,9563;0,9707;0,0244;0,0320;0,0280
1,0200;0,9559;0,9626;0,0251;0,0341;0,0289
1,0200;0,9560;0,9629;0,0246;0,0331;0,0319
1,0200;0,9496;0,9535;0,0283;0,0323;0,0300
1,0200;0,9630;0,9495;0,0301;0,0399;0,0273
1,0200;0,9537;0,9546;0,0267;0,0399;0,0347
1,0200;0,9453;0,9477;0,0240;0,0408;0,0344
1,0200;0,9528;0,9483;0,0251;0,0420;0,0332
1,0200;0,9564;0,9486;0,0242;0,0386;0,0333
1,0200;0,9496;0,9550;0,0207;0,0328;0,0283
1,0200;0,9527;0,9596;0,0214;0,0343;0,0295
1,0200;0,9609;0,9568;0,0199;0,0315;0,0289
1,0200;0,9600;0,9587;0,0192;0,0264;0,0278
1,0200;0,9748;0,9588;0,0209;0,0298;0,0282
1,0200;0,9634;0,9651;0,0224;0,0278;0,0354
1,0200;0,9668;0,9615;0,0254;0,0266;0,0317
1,0200;0,9729;0,9626;0,0235;0,0342;0,0334
1,0200;0,9772;0,9622;0,0235;0,0287;0,0385
1,0200;0,9749;0,9632;0,0232;0,0255;0,0346
1,0200;0,9721;0,9684;0,0207;0,0247;0,0355
1,0200;0,9738;0,9700;0,0218;0,0238;0,0408
1,0200;0,9776;0,9730;0,0254;0,0223;0,0380
1,0200;0,9801;0,9766;0,0250;0,0209;0,0385
1,0200;0,9852;0,9753;0,0214;0,0261;0,0395
1,0200;0,9778;0,9771;0,0210;0,0263;0,0421
1,0200;0,9754;0,9686;0,0194;0,0286;0,0442
1,0200;0,9687;0,9735;0,0214;0,0281;0,0435
1,0200;0,9654;0,9568;0,0232;0,0302;0,0450
1,0200;0,9706;0,9551;0,0231;0,0341;0,0397
1,0200;0,9703;0,9616;0,0219;0,0313;0,0407
1,0200;0,9850;0,9540;0,0215;0,0321;0,0390
1,0200;0,9849;0,9592;0,0201;0,0344;0,0341
1,0200;0,9840;0,9552;0,0187;0,0387;0,0340
1,0200;0,9834;0,9526;0,0161;0,0441;0,0354
1,0200;0,9783;0,9568;0,0187;0,0432;0,0379
1,0200;0,9768;0,9559;0,0186;0,0473;0,0341
1,0200;0,9825;0,9449;0,0192;0,0388;0,0324
1,0200;0,9820;0,9412;0,0194;0,0437;0,0304
1,0200;0,9760;0,9459;0,0202;0,0413;0,0331
1,0198;0,9694;0,9464;0,0185;0,0408;0,0357
1,0180;0,9657;0,9533;0,0160;0,0415;0,0396
1,0191;0,9647;0,9603;0,0158;0,0400;0,0421
1,0154;0,9713;0,9577;0,0168;0,0405;0,0410
1,0146;0,9612;0,9713;0,0156;0,0455;0,0406
1,0151;0,9582;0,9679;0,0163;0,0436;0,0487
1,0154;0,9585;0,9615;0,0210;0,0404;0,0550
1,0200;0,9469;0,9577;0,0173;0,0474;0,0532
1,0200;0,9427;0,9429;0,0162;0,0473;0,0552
1,0193;0,9382;0,9498;0,0207;0,0523;0,0538
1,0190;0,9329;0,9563;0,0213;0,0558;0,0552
1,0154;0,9338;0,9493;0,0205;0,0512;0,0594
1,0152;0,9315;0,9481;0,0235;0,0523;0,0585
1,0135;0,9279;0,9477;0,0239;0,0497;0,0582
1,0153;0,9298;0,9417;0,0238;0,0493;0,0549
1,0142;0,9405;0,9333;0,0236;0,0486;0,0481
1,0139;0,9496;0,9351;0,0214;0,0432;0,0479
1,0126;0,9374;0,9358;0,0186;0,0398;0,0464
1,0161;0,9402;0,9309;0,0200;0,0454;0,0425
1,0154;0,9398;0,9329;0,0171;0,0463;0,0395
1,0191;0,9401;0,9401;0,0175;0,0444;0,0417
1,0200;0,9385;0,9386;0,0176;0,0498;0,0370
1,0200;0,9391;0,9390;0,0195;0,0481;0,0391
1,0200;0,9396;0,9428;0,0218;0,0481;0,0408
1,0200;0,9358;0,9456;0,0210;0,0514;0,0426
1,0194;0,9301;0,9413;0,0224;0,0493;0,0423
1,0189;0,9271;0,9403;0,0241;0,0471;0,0368
1,0200;0,9282;0,9422;0,0251;0,0405;0,0376
1,0200;0,9320;0,9367;0,0237;0,0380;0,0393
1,0177;0,9369;0,9440;0,0212;0,0348;0,0357
1,0177;0,9329;0,9522;0,0223;0,0346;0,0372
1,0200;0,9344;0,9472;0,0193;0,0334;0,0429
1,0200;0,9406;0,9482;0,0183;0,0391;0,0423
1,0200;0,9472;0,9527;0,0127;0,0356;0,0425
1,0200;0,9463;0,9511;0,0098;0,0381;0,0447
1,0200;0,9445;0,9529;0,0086;0,0378;0,0423
1,0200;0,9451;0,9528;0,0116;0,0399;0,0381
1,0198;0,9377;0,9452;0,0133;0,0431;0,0409
1,0200;0,9362;0,9454;0,0133;0,0369;0,0391
1,0200;0,9404;0,9393;0,0153;0,0370;0,0360
1,0200;0,9439;0,9450;0,0169;0,0371;0,0332
1,0200;0,9418;0,9423;0,0165;0,0344;0,0326
1,0200;0,9426;0,9408;0,0142;0,0359;0,0357
1,0200;0,9373;0,9478;0,0140;0,0404;0,0408
1,0200;0,9411;0,9486;0,0147;0,0323;0,0482
1,0200;0,9403;0,9439;0,0122;0,0313;0,0483
1,0200;0,9382;0,9384;0,0134;0,0271;0,0479
1,0200;0,9357;0,9349;0,0146;0,0284;0,0407
1,0200;0,9350;0,9363;0,0160;0,0284;0,0396
1,0200;0,9320;0,9379;0,0169;0,0277;0,0459
1,0200;0,9357;0,9330;0,0189;0,0306;0,0439
1,0200;0,9331;0,9282;0,0183;0,0367;0,0480
1,0200;0,9424;0,9292;0,0192;0,0446;0,0485
1,0200;0,9507;0,9309;0,0176;0,0425;0,0421
1,0200;0,9448;0,9439;0,0158;0,0363;0,0432
1,0200;0,9447;0,9424;0,0194;0,0376;0,0465
1,0200;0,9403;0,9513;0,0154;0,0438;0,0458
1,0200;0,9379;0,9439;0,0179;0,0446;0,0520
1,0200;0,9496;0,9353;0,0171;0,0501;0,0451
1,0200;0,9472;0,9327;0,0147;0,0486;0,0406
1,0200;0,9488;0,9381;0,0158;0,0455;0,0400
1,0200;0,9514;0,9473;0,0129;0,0459;0,0410
1,0200;0,9448;0,9437;0,0114;0,0437;0,0462
1,0200;0,9392;0,9396;0,0108;0,0449;0,0461
1,0200;0,9316;0,9323;0,0114;0,0474;0,0416
1,0200;0,9260;0,9214;0,0110;0,0504;0,0414
1,0200;0,9088;0,9241;0,0153;0,0513;0,0421
1,0200;0,9123;0,9213;0,0209;0,0529;0,0367
1,0200;0,9248;0,9227;0,0166;0,0566;0,0365
1,0200;0,9256;0,9193;0,0167;0,0484;0,0367
1,0200;0,9169;0,9282;0,0186;0,0487;0,0316
1,0200;0,9131;0,9238;0,0207;0,0490;0,0347
1,0200;0,9105;0,9259;0,0198;0,0500;0,0306
1,0200;0,9046;0,9183;0,0197;0,0489;0,0327
1,0200;0,9101;0,9164;0,0190;0,0498;0,0330
1,0200;0,9151;0,9199;0,0177;0,0473;0,0363
1,0200;0,9083;0,9233;0,0150;0,0499;0,0326
1,0200;0,9128;0,9227;0,0158;0,0499;0,0295
1,0200;0,9221;0,9268;0,0126;0,0501;0,0306
1,0200;0,9335;0,9237;0,0117;0,0464;0,0306
1,0200;0,9504;0,9280;0,0085;0,0482;0,0380
1,0200;0,9444;0,9330;0,0078;0,0473;0,0403
1,0200;0,9608;0,9328;0,0077;0,0445;0,0407
1,0200;0,9579;0,9374;0,0072;0,0440;0,0389
1,0200;0,9536;0,9303;0,0103;0,0456;0,0355
1,0200;0,9548;0,9228;0,0144;0,0481;0,0365
1,0183;0,9506;0,9124;0,0096;0,0506;0,0358
1,0143;0,9519;0,9162;0,0092;0,0486;0,0347
1,0134;0,9421;0,9213;0,0098;0,0512;0,0350
1,0146;0,9400;0,9235;0,0125;0,0546;0,0371
1,0094;0,9476;0,9249;0,0096;0,0570;0,0331
1,0086;0,9451;0,9165;0,0084;0,0534;0,0366
1,0079;0,9453;0,9113;0,0096;0,0492;0,0316
1,0110;0,9474;0,9130;0,0105;0,0475;0,0294
1,0105;0,9547;0,9149;0,0109;0,0533;0,0333
1,0115;0,9440;0,9163;0,0117;0,0537;0,0407
1,0121;0,9473;0,9160;0,0137;0,0596;0,0356
1,0082;0,9453;0,9175;0,0140;0,0590;0,0374
1,0100;0,9446;0,9182;0,0154;0,0574;0,0381
1,0107;0,9510;0,9154;0,0168;0,0569;0,0330
1,0121;0,9434;0,9225;0,0118;0,0563;0,0349
1,0200;0,9372;0,9189;0,0158;0,0514;0,0361
1,0164;0,9276;0,9112;0,0107;0,0488;0,0346
1,0200;0,9231;0,9057;0,0108;0,0481;0,0300
1,0199;0,9320;0,9037;0,0105;0,0509;0,0305
1,0200;0,9310;0,9119;0,0115;0,0577;0,0338
1,0200;0,9228;0,9122;0,0061;0,0559;0,0375
1,0200;0,9198;0,9099;0,0075;0,0521;0,0353
1,0196;0,9108;0,9037;0,0100;0,0497;0,0325
1,0200;0,9041;0,9064;0,0135;0,0535;0,0316
1,0179;0,9069;0,9023;0,0131;0,0566;0,0335
1,0197;0,8994;0,9035;0,0131;0,0530;0,0366
1,0192;0,9070;0,9100;0,0126;0,0497;0,0342
1,0173;0,9067;0,9153;0,0116;0,0519;0,0305
1,0167;0,9069;0,9077;0,0104;0,0521;0,0333
1,0196;0,9053;0,8997;0,0092;0,0534;0,0309
1,0188;0,9110;0,9001;0,0103;0,0497;0,0327
1,0199;0,9156;0,8965;0,0106;0,0440;0,0318
1,0187;0,9180;0,9021;0,0114;0,0414;0,0317
1,0200;0,9211;0,9039;0,0123;0,0437;0,0289
1,0200;0,9201;0,9065;0,0136;0,0502;0,0307
1,0200;0,9233;0,9036;0,0159;0,0489;0,0312
1,0200;0,9212;0,9141;0,0124;0,0561;0,0269
1,0200;0,9212;0,9284;0,0113;0,0566;0,0285
1,0200;0,9195;0,9272;0,0113;0,0512;0,0296
1,0200;0,9167;0,9288;0,0119;0,0514;0,0319
1,0200;0,9126;0,9288;0,0113;0,0537;0,0306
1,0200;0,9155;0,9267;0,0140;0,0455;0,0278
1,0200;0,9234;0,9235;0,0181;0,0482;0,0258
1,0200;0,9304;0,9205;0,0179;0,0528;0,0268
1,0200;0,9226;0,9170;0,0176;0,0533;0,0267
1,0200;0,9302;0,9176;0,0203;0,0524;0,0264
1,0200;0,9281;0,9175;0,0159;0,0522;0,0297
1,0200;0,9315;0,9046;0,0165;0,0495;0,0319
1,0200;0,9258;0,9086;0,0184;0,0457;0,0311
1,0200;0,9265;0,9078;0,0179;0,0441;0,0273
1,0200;0,9282;0,9155;0,0156;0,0425;0,0358
1,0200;0,9191;0,9184;0,0153;0,0419;0,0396
1,0200;0,9227;0,9092;0,0165;0,0402;0,0412
1,0200;0,9307;0,8998;0,0146;0,0380;0,0354
1,0200;0,9294;0,8993;0,0183;0,0398;0,0362
1,0200;0,9373;0,8969;0,0177;0,0422;0,0351
1,0200;0,9358;0,9047;0,0148;0,0404;0,0349
1,0200;0,9405;0,9052;0,0151;0,0409;0,0305
1,0200;0,9267;0,9130;0,0168;0,0397;0,0273
1,0200;0,9411;0,9036;0,0185;0,0405;0,0299
1,0200;0,9496;0,9130;0,0182;0,0441;0,0320
1,0200;0,9472;0,9194;0,0158;0,0420;0,0368
1,0200;0,9348;0,9092;0,0194;0,0376;0,0390
1,0200;0,9362;0,9135;0,0219;0,0386;0,0357
1,0200;0,9271;0,9149;0,0239;0,0355;0,0354
1,0200;0,9296;0,9152;0,0255;0,0357;0,0356
1,0200;0,9319;0,9121;0,0269;0,0357;0,0381
1,0200;0,9259;0,9197;0,0248;0,0290;0,0375
