C1;C2;C3;C4;C5;C6
1,0200;0,9619;0,9672;0,0059;0,0096;0,0161
1,0200;0,9583;0,9676;0,0091;0,0093;0,0147
1,0200;0,9593;0,9600;0,0112;0,0078;0,0138
1,0200;0,9598;0,9622;0,0103;0,0057;0,0105
1,0200;0,9657;0,9694;0,0101;0,0041;0,0053
1,0200;0,9715;0,9724;0,0107;0,0030;0,0068
1,0200;0,9743;0,9779;0,0120;0,0005;0,0083
1,0200;0,9720;0,9839;0,0123;0,0000;0,0068
1,0200;0,9763;0,9891;0,0147;0,0027;0,0113
1,0200;0,9755;0,9990;0,0134;0,0092;0,0118
1,0200;0,9688;0,9955;0,0114;0,0115;0,0136
1,0200;0,9662;0,9895;0,0119;0,0150;0,0154
1,0200;0,9667;0,9923;0,0125;0,0182;0,0109
1,0200;0,9721;0,9953;0,0100;0,0209;0,0153
1,0200;0,9709;0,9999;0,0067;0,0189;0,0154
1,0200;0,9635;1,0081;0,0079;0,0181;0,0184
1,0200;0,9638;1,0053;0,0079;0,0173;0,0231
1,0200;0,9645;1,0065;0,0077;0,0166;0,0239
1,0200;0,9656;1,0007;0,0070;0,0168;0,0209
1,0200;0,9711;1,0108;0,0100;0,0188;0,0160
1,0200;0,9771;1,0093;0,0120;0,0211;0,0138
1,0200;0,9733;1,0081;0,0089;0,0211;0,0177
1,0200;0,9694;1,0044;0,0083;0,0200;0,0170
1,0200;0,9630;0,9992;0,0104;0,0210;0,0142
1,0200;0,9672;0,9931;0,0123;0,0236;0,0134
1,0200;0,9759;0,9909;0,0117;0,0194;0,0166
1,0200;0,9737;0,9857;0,0085;0,0159;0,0173
1,0200;0,9721;0,9808;0,0074;0,0183;0,0167
1,0200;0,9807;0,9898;0,0067;0,0177;0,0185
1,0200;0,9834;0,9951;0,0065;0,0162;0,0200
1,0200;0,9856;0,9997;0,0098;0,0154;0,0210
1,0200;0,9781;1,0053;0,0082;0,0159;0,0218
1,0200;0,9818;1,0116;0,0070;0,0172;0,0224
1,0200;0,9759;1,0025;0,0065;0,0135;0,0256
1,0200;0,9688;0,9939;0,0094;0,0136;0,0236
1,0200;0,9667;0,9874;0,0072;0,0156;0,0192
1,0200;0,9631;0,9841;0,0105;0,0161;0,0202
1,0200;0,9618;0,9813;0,0105;0,0180;0,0203
1,0200;0,9532;0,9784;0,0091;0,0196;0,0221
1,0200;0,9591;0,9771;0,0068;0,0174;0,0214
1,0200;0,9660;0,9786;0,0078;0,0138;0,0226
1,0200;0,9542;0,9765;0,0069;0,0217;0,0212
1,0200;0,9603;0,9625;0,0085;0,0203;0,0251
1,0200;0,9555;0,9594;0,0062;0,0202;0,0206
1,0200;0,9608;0,9558;0,0062;0,0214;0,0187
1,0200;0,9604;0,9563;0,0049;0,0260;0,0201
1,0200;0,9607;0,9510;0,0050;0,0235;0,0203
1,0200;0,9596;0,9492;0,0038;0,0203;0,0251
1,0200;0,9669;0,9440;0,0011;0,0161;0,0250
1,0200;0,9594;0,9460;0,0062;0,0200;0,0225
1,0200;0,9632;0,9395;0,0044;0,0186;0,0260
1,0200;0,9698;0,9371;0,0046;0,0179;0,0226
1,0200;0,9739;0,9333;0,0007;0,0151;0,0244
1,0200;0,9877;0,9347;0,0000;0,0095;0,0251
1,0200;0,9840;0,9348;0,0000;0,0088;0,0269
1,0200;0,9893;0,9396;0,0000;0,0065;0,0247
1,0200;0,9882;0,9439;0,0000;0,0050;0,0205
1,0200;0,9951;0,9440;0,0012;0,0117;0,0186
1,0200;0,9944;0,9426;0,0006;0,0138;0,0196
1,0200;0,9914;0,9451;0,0000;0,0166;0,0248
1,0200;0,9987;0,9486;0,0029;0,0189;0,0321
1,0200;0,9950;0,9518;0,0043;0,0196;0,0334
1,0200;0,9859;0,9595;0,0025;0,0188;0,0330
1,0200;0,9823;0,9599;0,0038;0,0188;0,0319
1,0200;0,9856;0,9639;0,0047;0,0198;0,0335
1,0200;0,9935;0,9656;0,0039;0,0184;0,0399
1,0200;0,9936;0,9711;0,0049;0,0185;0,0436
1,0200;1,0009;0,9671;0,0068;0,0167;0,0462
1,0200;0,9920;0,9667;0,0059;0,0170;0,0467
1,0200;0,9887;0,9664;0,0064;0,0157;0,0473
1,0200;0,9865;0,9674;0,0099;0,0122;0,0449
1,0200;0,9853;0,9695;0,0120;0,0067;0,0401
1,0200;0,9854;0,9747;0,0122;0,0053;0,0372
1,0200;0,9890;0,9675;0,0089;0,0114;0,0376
1,0200;0,9858;0,9636;0,0093;0,0097;0,0327
1,0200;0,9862;0,9642;0,0111;0,0126;0,0301
1,0200;0,9855;0,9608;0,0055;0,0072;0,0278
1,0200;0,9795;0,9778;0,0063;0,0028;0,0280
1,0200;0,9784;0,9787;0,0062;0,0000;0,0268
1,0200;0,9772;0,9778;0,0061;0,0001;0,0265
1,0200;0,9760;0,9747;0,0046;0,0083;0,0237
1,0200;0,9759;0,9718;0,0046;0,0096;0,0300
1,0200;0,9761;0,9719;0,0077;0,0152;0,0240
1,0200;0,9732;0,9725;0,0069;0,0157;0,0267
1,0200;0,9806;0,9694;0,0093;0,0197;0,0224
1,0200;0,9732;0,9699;0,0070;0,0267;0,0213
1,0200;0,9687;0,9748;0,0094;0,0252;0,0238
1,0200;0,9852;0,9805;0,0099;0,0241;0,0244
1,0200;0,9785;0,9856;0,0090;0,0201;0,0251
1,0200;0,9701;0,9767;0,0097;0,0188;0,0246
1,0200;0,9743;0,9771;0,0119;0,0193;0,0204
1,0200;0,9616;0,9857;0,0063;0,0261;0,0199
1,0200;0,9602;0,9889;0,0049;0,0199;0,0231
1,0200;0,9731;0,9917;0,0061;0,0196;0,0219
1,0200;0,9636;1,0014;0,0010;0,0145;0,0217
1,0200;0,9517;0,9983;0,0012;0,0116;0,0235
1,0200;0,9429;0,9976;0,0027;0,0130;0,0220
1,0200;0,9487;0,9912;0,0023;0,0154;0,0226
1,0200;0,9557;0,9935;0,0006;0,0172;0,0208
1,0200;0,9527;1,0012;0,0009;0,0179;0,0183
1,0200;0,9570;0,9966;0,0036;0,0198;0,0200
1,0200;0,9655;0,9925;0,0016;0,0209;0,0233
1,0200;0,9761;0,9944;0,0000;0,0169;0,0239
1,0200;0,9743;0,9952;0,0000;0,0109;0,0201
1,0200;0,9603;0,9973;0,0000;0,0097;0,0207
1,0200;0,9554;0,9907;0,0000;0,0098;0,0193
1,0200;0,9529;0,9974;0,0000;0,0140;0,0203
1,0200;0,9516;0,9895;0,0018;0,0140;0,0213
1,0200;0,9506;0,9949;0,0006;0,0143;0,0209
1,0200;0,9576;0,9900;0,0000;0,0152;0,0199
1,0200;0,9653;0,9822;0,0000;0,0144;0,0178
1,0200;0,9642;0,9849;0,0000;0,0171;0,0116
1,0200;0,9707;0,9829;0,0007;0,0231;0,0147
1,0200;0,9727;0,9786;0,0010;0,0298;0,0174
1,0200;0,9728;0,9704;0,0035;0,0297;0,0200
1,0200;0,9781;0,9704;0,0023;0,0310;0,0193
1,0200;0,9782;0,9766;0,0017;0,0348;0,0173
1,0200;0,9902;0,9793;0,0053;0,0333;0,0222
1,0200;0,9810;0,9823;0,0040;0,0359;0,0248
1,0200;0,9775;0,9820;0,0026;0,0312;0,0232
1,0200;0,9764;0,9806;0,0020;0,0292;0,0229
1,0200;0,9787;0,9729;0,0006;0,0320;0,0244
1,0200;0,9860;0,9663;0,0015;0,0287;0,0222
1,0200;0,9853;0,9671;0,0000;0,0282;0,0190
1,0200;0,9763;0,9663;0,0004;0,0225;0,0204
1,0200;0,9811;0,9683;0,0003;0,0285;0,0138
1,0200;0,9852;0,9734;0,0000;0,0318;0,0128
1,0200;0,9731;0,9773;0,0000;0,0316;0,0118
1,0200;0,9728;0,9726;0,0000;0,0326;0,0073
1,0200;0,9630;0,9656;0,0004;0,0331;0,0107
1,0200;0,9590;0,9653;0,0005;0,0367;0,0042
1,0200;0,9536;0,9670;0,0000;0,0343;0,0070
1,0200;0,9586;0,9538;0,0016;0,0356;0,0096
1,0200;0,9594;0,9513;0,0045;0,0386;0,0075
1,0200;0,9517;0,9486;0,0047;0,0423;0,0066
1,0200;0,9571;0,9479;0,0066;0,0345;0,0086
1,0200;0,9486;0,9459;0,0056;0,0326;0,0067
1,0200;0,9508;0,9443;0,0036;0,0285;0,0094
1,0200;0,9461;0,9445;0,0056;0,0278;0,0005
1,0200;0,9442;0,9433;0,0081;0,0221;0,0000
1,0200;0,9476;0,9400;0,0098;0,0167;0,0000
1,0200;0,9510;0,9385;0,0092;0,0240;0,0000
1,0200;0,9592;0,9349;0,0101;0,0254;0,0038
1,0200;0,9587;0,9399;0,0111;0,0258;0,0053
1,0200;0,9606;0,9435;0,0144;0,0269;0,0065
1,0200;0,9580;0,9408;0,0161;0,0282;0,0071
1,0200;0,9591;0,9486;0,0163;0,0313;0,0146
1,0200;0,9618;0,9480;0,0134;0,0289;0,0215
1,0200;0,9612;0,9569;0,0133;0,0280;0,0219
1,0200;0,9503;0,9539;0,0138;0,0283;0,0229
1,0200;0,9525;0,9415;0,0162;0,0249;0,0238
1,0200;0,9549;0,9449;0,0185;0,0293;0,0229
1,0200;0,9509;0,9474;0,0178;0,0283;0,0257
1,0200;0,9434;0,9473;0,0221;0,0307;0,0230
1,0200;0,9526;0,9428;0,0189;0,0320;0,0287
1,0200;0,9557;0,9457;0,0186;0,0352;0,0284
1,0200;0,9544;0,9446;0,0164;0,0311;0,0352
1,0200;0,9477;0,9435;0,0125;0,0266;0,0333
1,0200;0,9430;0,9468;0,0127;0,0221;0,0300
1,0200;0,9512;0,9472;0,0102;0,0225;0,0326
1,0200;0,9522;0,9529;0,0091;0,0261;0,0327
1,0200;0,9490;0,9525;0,0092;0,0302;0,0341
1,0200;0,9523;0,9505;0,0118;0,0228;0,0307
1,0200;0,9476;0,9461;0,0085;0,0243;0,0293
1,0200;0,9568;0,9437;0,0109;0,0133;0,0269
1,0200;0,9650;0,9302;0,0102;0,0169;0,0213
1,0200;0,9621;0,9304;0,0115;0,0201;0,0186
1,0200;0,9583;0,9304;0,0109;0,0205;0,0209
1,0200;0,9426;0,9334;0,0086;0,0205;0,0162
1,0200;0,9341;0,9292;0,0079;0,0199;0,0160
1,0200;0,9265;0,9300;0,0063;0,0173;0,0182
1,0200;0,9280;0,9184;0,0082;0,0182;0,0138
1,0200;0,9267;0,9200;0,0111;0,0182;0,0130
1,0200;0,9193;0,9127;0,0102;0,0222;0,0116
1,0200;0,9184;0,9065;0,0122;0,0214;0,0109
1,0200;0,9223;0,9072;0,0092;0,0195;0,0150
1,0200;0,9262;0,9163;0,0093;0,0138;0,0098
1,0200;0,9154;0,9207;0,0103;0,0086;0,0122
1,0200;0,9156;0,9196;0,0085;0,0135;0,0101
1,0200;0,9081;0,9210;0,0082;0,0118;0,0103
1,0200;0,9146;0,9170;0,0106;0,0131;0,0071
1,0200;0,9202;0,9174;0,0041;0,0197;0,0098
1,0200;0,9156;0,9224;0,0065;0,0157;0,0117
1,0200;0,9119;0,9157;0,0079;0,0149;0,0106
1,0200;0,9100;0,9193;0,0098;0,0153;0,0101
1,0200;0,8975;0,9184;0,0092;0,0163;0,0107
1,0200;0,9008;0,9209;0,0071;0,0220;0,0053
1,0200;0,9003;0,9279;0,0081;0,0258;0,0066
1,0200;0,9073;0,9206;0,0081;0,0277;0,0121
1,0200;0,9018;0,9209;0,0076;0,0317;0,0074
1,0200;0,8992;0,9167;0,0105;0,0305;0,0060
1,0200;0,8913;0,9085;0,0123;0,0319;0,0044
1,0200;0,8867;0,9032;0,0169;0,0310;0,0022
1,0200;0,8810;0,9161;0,0175;0,0282;0,0020
1,0200;0,8886;0,9193;0,0164;0,0317;0,0007
1,0200;0,8858;0,9323;0,0151;0,0323;0,0021
1,0200;0,8880;0,9368;0,0161;0,0313;0,0050
1,0200;0,8871;0,9345;0,0177;0,0311;0,0081
1,0200;0,8810;0,9334;0,0146;0,0266;0,0120
1,0200;0,8815;0,9358;0,0151;0,0223;0,0100
1,0200;0,8867;0,9391;0,0182;0,0234;0,0152
1,0200;0,8809;0,9384;0,0169;0,0227;0,0156
1,0200;0,8873;0,9303;0,0192;0,0215;0,0179
1,0200;0,8836;0,9494;0,0192;0,0220;0,0221
1,0200;0,8822;0,9484;0,0212;0,0199;0,0253
1,0200;0,8869;0,9470;0,0193;0,0177;0,0199
1,0200;0,8844;0,9493;0,0169;0,0123;0,0192
1,0200;0,8861;0,9480;0,0170;0,0115;0,0160
1,0200;0,8857;0,9497;0,0136;0,0138;0,0148
1,0200;0,8879;0,9565;0,0130;0,0080;0,0219
1,0200;0,8750;0,9568;0,0133;0,0084;0,0173
1,0200;0,8657;0,9481;0,0181;0,0099;0,0183
1,0200;0,8713;0,9455;0,0195;0,0092;0,0148
1,0200;0,8793;0,9453;0,0199;0,0145;0,0135
1,0200;0,8754;0,9550;0,0211;0,0138;0,0175
1,0200;0,8756;0,9603;0,0192;0,0143;0,0198
1,0200;0,8790;0,9611;0,0186;0,0135;0,0199
1,0200;0,8848;0,9557;0,0228;0,0083;0,0177
1,0200;0,8741;0,9514;0,0216;0,0134;0,0163
1,0200;0,8704;0,9493;0,0246;0,0105;0,0224
1,0200;0,8702;0,9506;0,0263;0,0113;0,0182
1,0200;0,8762;0,9492;0,0228;0,0142;0,0244
1,0200;0,8928;0,9488;0,0224;0,0177;0,0282
1,0200;0,8928;0,9506;0,0206;0,0145;0,0327
1,0200;0,8856;0,9509;0,0209;0,0128;0,0320
1,0200;0,8895;0,9377;0,0198;0,0175;0,0343
1,0200;0,8988;0,9341;0,0168;0,0186;0,0297
1,0200;0,9006;0,9342;0,0148;0,0197;0,0268
1,0200;0,8963;0,9417;0,0143;0,0159;0,0289
1,0200;0,9033;0,9373;0,0170;0,0149;0,0291
1,0200;0,9084;0,9409;0,0197;0,0156;0,0270
1,0200;0,9032;0,9441;0,0217;0,0143;0,0197
1,0200;0,9066;0,9500;0,0235;0,0103;0,0184
1,0200;0,9136;0,9576;0,0207;0,0099;0,0145
1,0200;0,9216;0,9594;0,0189;0,0135;0,0172
1,0200;0,9219;0,9592;0,0182;0,0134;0,0181
1,0200;0,9205;0,9562;0,0167;0,0177;0,0161
1,0200;0,9286;0,9550;0,0178;0,0179;0,0250
1,0200;0,9220;0,9552;0,0182;0,0161;0,0276
1,0200;0,9253;0,9567;0,0197;0,0203;0,0297
1,0200;0,9177;0,9599;0,0211;0,0215;0,0371
1,0200;0,9249;0,9612;0,0197;0,0249;0,0392
1,0200;0,9240;0,9694;0,0205;0,0210;0,0368
1,0200;0,9323;0,9785;0,0189;0,0244;0,0331
1,0200;0,9358;0,9808;0,0159;0,0269;0,0374
1,0200;0,9289;0,9867;0,0165;0,0264;0,0312
1,0200;0,9380;0,9827;0,0194;0,0239;0,0309
1,0200;0,9477;0,9904;0,0192;0,0247;0,0223
1,0200;0,9532;0,9974;0,0180;0,0263;0,0237
1,0200;0,9487;1,0029;0,0178;0,0263;0,0275
1,0200;0,9471;1,0012;0,0183;0,0278;0,0286
1,0200;0,9481;0,9964;0,0160;0,0307;0,0310
1,0200;0,9441;0,9888;0,0132;0,0274;0,0363
1,0200;0,9545;0,9869;0,0134;0,0227;0,0326
1,0200;0,9555;0,9966;0,0125;0,0226;0,0385
1,0200;0,9393;0,9943;0,0124;0,0212;0,0393
1,0200;0,9417;0,9934;0,0154;0,0235;0,0402
1,0200;0,9399;0,9974;0,0146;0,0212;0,0376
1,0200;0,9398;0,9946;0,0158;0,0240;0,0412
1,0200;0,9379;1,0003;0,0153;0,0284;0,0434
1,0200;0,9432;0,9843;0,0191;0,0279;0,0484
1,0200;0,9502;0,9790;0,0184;0,0290;0,0442
1,0200;0,9520;0,9758;0,0222;0,0261;0,0385
1,0200;0,9501;0,9718;0,0223;0,0256;0,0373
1,0200;0,9500;0,9729;0,0216;0,0242;0,0303
1,0200;0,9502;0,9741;0,0195;0,0281;0,0283
1,0200;0,9456;0,9759;0,0163;0,0268;0,0297
1,0200;0,9493;0,9774;0,0146;0,0215;0,0360
1,0200;0,9522;0,9733;0,0124;0,0217;0,0345
1,0200;0,9615;0,9677;0,0129;0,0234;0,0334
1,0200;0,9690;0,9720;0,0109;0,0234;0,0320
1,0200;0,9646;0,9705;0,0105;0,0270;0,0278
1,0200;0,9694;0,9614;0,0136;0,0289;0,0283
1,0200;0,9634;0,9676;0,0129;0,0265;0,0273
1,0200;0,9675;0,9731;0,0176;0,0243;0,0240
1,0200;0,9642;0,9817;0,0147;0,0265;0,0203
1,0200;0,9579;0,9813;0,0146;0,0202;0,0207
1,0200;0,9595;0,9824;0,0141;0,0213;0,0188
1,0200;0,9434;0,9892;0,0157;0,0158;0,0179
1,0200;0,9332;0,9812;0,0127;0,0198;0,0142
1,0200;0,9326;0,9838;0,0108;0,0215;0,0153
1,0200;0,9336;0,9845;0,0107;0,0224;0,0180
1,0200;0,9318;0,9887;0,0138;0,0203;0,0188
1,0200;0,9228;0,9885;0,0144;0,0220;0,0171
1,0200;0,9186;0,9921;0,0125;0,0206;0,0194
1,0200;0,9217;0,9914;0,0105;0,0169;0,0189
1,0200;0,9259;0,9840;0,0136;0,0154;0,0141
1,0200;0,9264;0,9917;0,0119;0,0189;0,0160
1,0200;0,9340;0,9863;0,0100;0,0186;0,0194
1,0200;0,9368;0,9939;0,0123;0,0224;0,0181
1,0200;0,9327;0,9933;0,0140;0,0255;0,0157
1,0200;0,9315;0,9973;0,0169;0,0279;0,0145
1,0200;0,9236;1,0017;0,0150;0,0238;0,0221
1,0200;0,9236;1,0008;0,0126;0,0222;0,0168
1,0200;0,9309;1,0023;0,0129;0,0181;0,0155
1,0200;0,9355;1,0052;0,0128;0,0178;0,0147
1,0200;0,9444;0,9951;0,0131;0,0159;0,0162
1,0200;0,9428;0,9970;0,0151;0,0152;0,0098
1,0200;0,9511;0,9901;0,0117;0,0194;0,0109
1,0200;0,9501;0,9923;0,0126;0,0198;0,0066
1,0200;0,9590;0,9855;0,0105;0,0232;0,0080
1,0200;0,9588;0,9812;0,0114;0,0176;0,0067
1,0200;0,9630;0,9887;0,0105;0,0183;0,0025
1,0200;0,9717;0,9944;0,0086;0,0211;0,0074
1,0200;0,9703;0,9957;0,0066;0,0250;0,0090
1,0200;0,9713;0,9954;0,0041;0,0195;0,0124
1,0200;0,9787;0,9935;0,0044;0,0177;0,0126
1,0200;0,9775;0,9973;0,0025;0,0211;0,0160
1,0200;0,9691;0,9927;0,0046;0,0199;0,0141
1,0200;0,9817;0,9947;0,0070;0,0180;0,0161
1,0200;0,9784;0,9958;0,0094;0,0144;0,0161
1,0200;0,9789;0,9919;0,0106;0,0128;0,0142
1,0200;0,9853;0,9913;0,0116;0,0086;0,0099
1,0200;0,9811;0,9892;0,0138;0,0098;0,0110
1,0200;0,9745;0,9891;0,0129;0,0139;0,0087
1,0200;0,9757;0,9840;0,0106;0,0102;0,0121
1,0200;0,9645;0,9861;0,0110;0,0108;0,0164
1,0200;0,9626;0,9888;0,0093;0,0140;0,0200
1,0200;0,9640;0,9840;0,0145;0,0138;0,0255
1,0200;0,9622;0,9831;0,0172;0,0112;0,0222
1,0200;0,9528;0,9844;0,0216;0,0139;0,0234
1,0200;0,9624;0,9793;0,0223;0,0157;0,0207
1,0200;0,9629;0,9836;0,0220;0,0158;0,0196
1,0200;0,9713;0,9860;0,0207;0,0144;0,0255
1,0200;0,9695;0,9929;0,0213;0,0145;0,0232
1,0200;0,9639;0,9885;0,0187;0,0167;0,0274
1,0190;0,9653;0,9817;0,0139;0,0232;0,0299
1,0199;0,9635;0,9800;0,0124;0,0218;0,0334
1,0200;0,9566;0,9743;0,0095;0,0258;0,0281
1,0170;0,9654;0,9751;0,0132;0,0257;0,0295
1,0150;0,9606;0,9712;0,0166;0,0266;0,0285
1,0162;0,9488;0,9815;0,0145;0,0280;0,0309
1,0200;0,9573;0,9845;0,0179;0,0233;0,0272
1,0200;0,9554;0,9861;0,0180;0,0254;0,0268
1,0190;0,9517;0,9893;0,0149;0,0193;0,0279
1,0187;0,9409;0,9795;0,0146;0,0157;0,0201
1,0200;0,9515;0,9889;0,0145;0,0163;0,0148
1,0200;0,9443;0,9879;0,0146;0,0202;0,0112
1,0186;0,9448;0,9848;0,0128;0,0246;0,0105
1,0177;0,9501;0,9751;0,0128;0,0232;0,0135
1,0159;0,9525;0,9785;0,0111;0,0236;0,0126
1,0162;0,9516;0,9732;0,0122;0,0259;0,0141
1,0195;0,9415;0,9732;0,0119;0,0221;0,0112
1,0200;0,9379;0,9677;0,0112;0,0232;0,0139
1,0198;0,9396;0,9613;0,0111;0,0205;0,0137
1,0193;0,9351;0,9578;0,0151;0,0200;0,0124
1,0162;0,9365;0,9580;0,0147;0,0202;0,0149
1,0181;0,9401;0,9522;0,0130;0,0215;0,0123
1,0180;0,9467;0,9497;0,0135;0,0226;0,0129
1,0177;0,9395;0,9551;0,0125;0,0254;0,0145
1,0200;0,9529;0,9666;0,0105;0,0260;0,0149
1,0200;0,9582;0,9723;0,0132;0,0256;0,0190
1,0200;0,9581;0,9688;0,0120;0,0320;0,0212
1,0200;0,9646;0,9668;0,0113;0,0265;0,0222
1,0200;0,9786;0,9685;0,0110;0,0312;0,0197
1,0200;0,9695;0,9701;0,0132;0,0298;0,0229
1,0200;0,9678;0,9722;0,0107;0,0319;0,0249
1,0200;0,9533;0,9726;0,0115;0,0296;0,0257
1,0200;0,9545;0,9733;0,0172;0,0274;0,0280
1,0200;0,9567;0,9717;0,0172;0,0306;0,0289
1,0200;0,9564;0,9787;0,0143;0,0334;0,0237
1,0200;0,9524;0,9773;0,0131;0,0333;0,0211
1,0200;0,9402;0,9711;0,0139;0,0307;0,0243
1,0200;0,9427;0,9787;0,0177;0,0414;0,0216
1,0200;0,9517;0,9698;0,0166;0,0454;0,0263
1,0200;0,9482;0,9682;0,0172;0,0467;0,0292
1,0200;0,9509;0,9640;0,0145;0,0446;0,0288
1,0200;0,9416;0,9773;0,0113;0,0407;0,0271
1,0200;0,9446;0,9836;0,0113;0,0379;0,0248
1,0200;0,9424;0,9912;0,0140;0,0404;0,0257
1,0200;0,9381;0,9882;0,0143;0,0375;0,0290
1,0200;0,9339;0,9985;0,0153;0,0336;0,0254
1,0200;0,9319;0,9983;0,0162;0,0351;0,0227
1,0200;0,9346;1,0016;0,0185;0,0357;0,0308
1,0200;0,9272;1,0021;0,0167;0,0336;0,0305
1,0200;0,9253;0,9988;0,0187;0,0292;0,0272
1,0200;0,9256;0,9961;0,0170;0,0339;0,0271
1,0200;0,9196;0,9941;0,0208;0,0338;0,0275
1,0200;0,9311;0,9947;0,0195;0,0305;0,0235
1,0200;0,9264;0,9985;0,0163;0,0258;0,0238
1,0200;0,9229;0,9962;0,0178;0,0235;0,0201
1,0200;0,9177;1,0019;0,0181;0,0261;0,0238
1,0200;0,9292;0,9846;0,0191;0,0279;0,0267
1,0200;0,9330;0,9894;0,0181;0,0314;0,0234
1,0200;0,9278;0,9932;0,0154;0,0262;0,0253
1,0200;0,9350;0,9967;0,0190;0,0257;0,0266
1,0200;0,9366;0,9972;0,0199;0,0311;0,0272
1,0200;0,9384;0,9976;0,0222;0,0350;0,0348
1,0200;0,9367;1,0020;0,0206;0,0363;0,0386
1,0200;0,9325;1,0079;0,0213;0,0421;0,0399
1,0200;0,9350;1,0040;0,0218;0,0433;0,0386
1,0200;0,9321;1,0047;0,0234;0,0456;0,0367
1,0200;0,9434;1,0112;0,0256;0,0452;0,0380
1,0200;0,9360;1,0019;0,0244;0,0425;0,0353
1,0200;0,9456;0,9955;0,0217;0,0385;0,0360
1,0200;0,9451;1,0042;0,0239;0,0373;0,0300
1,0200;0,9470;1,0084;0,0247;0,0368;0,0284
1,0200;0,9521;1,0101;0,0228;0,0310;0,0267
1,0200;0,9484;1,0077;0,0227;0,0269;0,0271
1,0200;0,9537;1,0011;0,0197;0,0258;0,0226
1,0200;0,9374;0,9983;0,0210;0,0268;0,0157
1,0200;0,9334;1,0009;0,0194;0,0270;0,0191
1,0200;0,9283;0,9957;0,0191;0,0260;0,0183
1,0200;0,9213;0,9939;0,0199;0,0228;0,0141
1,0200;0,9206;0,9875;0,0224;0,0232;0,0110
1,0200;0,9236;0,9908;0,0223;0,0280;0,0158
1,0200;0,9284;0,9880;0,0229;0,0283;0,0161
1,0200;0,9303;0,9880;0,0220;0,0237;0,0156
1,0200;0,9268;0,9793;0,0214;0,0196;0,0131
1,0200;0,9295;0,9699;0,0216;0,0214;0,0073
1,0200;0,9307;0,9704;0,0206;0,0209;0,0050
1,0200;0,9368;0,9639;0,0169;0,0204;0,0019
1,0200;0,9418;0,9759;0,0146;0,0174;0,0048
1,0200;0,9422;0,9664;0,0145;0,0184;0,0069
1,0200;0,9370;0,9624;0,0139;0,0178;0,0140
1,0200;0,9334;0,9612;0,0141;0,0173;0,0115
1,0200;0,9305;0,9586;0,0138;0,0151;0,0091
1,0200;0,9291;0,9525;0,0124;0,0182;0,0133
1,0200;0,9312;0,9476;0,0116;0,0173;0,0169
1,0200;0,9359;0,9436;0,0108;0,0191;0,0172
1,0200;0,9359;0,9440;0,0105;0,0155;0,0140
1,0200;0,9364;0,9543;0,0114;0,0210;0,0186
1,0200;0,9375;0,9551;0,0110;0,0253;0,0217
1,0200;0,9348;0,9615;0,0090;0,0194;0,0217
1,0200;0,9296;0,9634;0,0066;0,0164;0,0242
1,0200;0,9195;0,9676;0,0126;0,0174;0,0233
1,0200;0,9160;0,9510;0,0114;0,0159;0,0206
1,0200;0,9196;0,9489;0,0108;0,0154;0,0177
1,0200;0,9160;0,9568;0,0116;0,0169;0,0151
1,0200;0,9153;0,9532;0,0127;0,0170;0,0080
1,0200;0,9188;0,9621;0,0139;0,0193;0,0056
1,0200;0,9226;0,9705;0,0126;0,0179;0,0069
1,0200;0,9168;0,9688;0,0128;0,0110;0,0051
1,0200;0,9235;0,9647;0,0135;0,0146;0,0054
1,0200;0,9308;0,9612;0,0122;0,0183;0,0045
1,0200;0,9245;0,9599;0,0120;0,0256;0,0074
1,0200;0,9201;0,9523;0,0148;0,0188;0,0065
1,0200;0,9279;0,9536;0,0152;0,0223;0,0069
1,0200;0,9275;0,9485;0,0143;0,0166;0,0051
1,0200;0,9146;0,9519;0,0165;0,0219;0,0000
1,0200;0,9070;0,9521;0,0196;0,0243;0,0038
1,0200;0,9064;0,9422;0,0233;0,0225;0,0030
1,0200;0,9003;0,9504;0,0194;0,0262;0,0073
1,0200;0,8989;0,9519;0,0216;0,0231;0,0121
1,0200;0,9002;0,9556;0,0226;0,0248;0,0142
1,0200;0,9100;0,9523;0,0204;0,0257;0,0188
1,0200;0,9091;0,9581;0,0196;0,0301;0,0191
1,0200;0,9164;0,9637;0,0216;0,0349;0,0217
1,0200;0,9257;0,9650;0,0189;0,0333;0,0278
1,0200;0,9348;0,9772;0,0186;0,0350;0,0274
1,0200;0,9368;0,9793;0,0193;0,0355;0,0271
1,0200;0,9254;0,9850;0,0167;0,0309;0,0289
1,0200;0,9287;0,9829;0,0174;0,0276;0,0216
1,0200;0,9354;0,9860;0,0176;0,0346;0,0242
1,0200;0,9353;0,9786;0,0151;0,0352;0,0306
1,0200;0,9461;0,9800;0,0133;0,0368;0,0326
1,0200;0,9513;0,9785;0,0120;0,0349;0,0361
1,0200;0,9547;0,9751;0,0132;0,0323;0,0341
1,0200;0,9612;0,9842;0,0141;0,0324;0,0317
1,0200;0,9630;0,9841;0,0117;0,0315;0,0287
1,0200;0,9478;0,9789;0,0130;0,0258;0,0332
1,0200;0,9449;0,9728;0,0128;0,0231;0,0285
1,0200;0,9522;0,9652;0,0099;0,0253;0,0274
1,0200;0,9474;0,9741;0,0086;0,0231;0,0272
1,0200;0,9461;0,9691;0,0116;0,0228;0,0235
1,0200;0,9400;0,9712;0,0131;0,0246;0,0172
